"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date"
"FRANCE","ATTIJARIWAFA BANK EUROPE","6/8 RUE CHAUCHAT","PARIS","BCMAFRPPXXX","2008-01-28",""
"FRANCE","AXA BANQUE SA","203 / 205, rue Carnot","FONTENAY SOUS BOIS CEDEX","AXABFRPPXXX","2008-01-28",""
"FRANCE","B*CAPITAL","21 BOULEVARD HAUSSMANN","PARIS","CPPTFRP1XXX","2008-01-28",""
"FRANCE","BANCO SABADELL","127 Avenue des Champs Elysees","PARIS","BSABFRPPXXX","2008-01-28",""
"FRANCE","BANK AUDI France","73, AVENUE DES CHAMPS ELYSEES","PARIS","AUDIFRPPXXX","2008-04-07",""
"FRANCE","BANK OF CHINA, PARIS BRANCH","23-25, AVENUE DE LA GRANDE ARMEE","PARIS","BKCHFRPPXXX","2008-03-03",""
"FRANCE","BANK OF INDIA PARIS BRANCH","3 RUE SCRIBE","PARIS","BKIDFRPPXXX","2012-04-13",""
"FRANCE","BANK OF TOKYO-MITSUBISHI UFJ LTD. PARIS BRANCH","4-8 RUE SAINTE ANNE, BP 2101","PARIS","BOTKFRPXXXX","2008-01-28",""
"FRANCE","BANQUE BCP","16 rue Hérold","PARIS","BPSMFRPPXXX","2008-01-28",""
"FRANCE","BANQUE BIA","67, AVENUE FRANKLIN ROOSEVELT","PARIS","BIARFRPPXXX","2008-01-28",""
"FRANCE","BANQUE CHAABI DU MAROC","49 Avenue de Kleber","PARIS","BCDMFRPPXXX","2011-07-04",""
"FRANCE","BANQUE CHABRIERES SA","24 RUE AUGUSTE CHABRIERES","PARIS","BCIBFRP1XXX","2012-07-09",""
"FRANCE","BANQUE CHALUS","5, PLACE DE JAUDE","CLERMONT FERRAND","BCHAFR21XXX","2008-01-28",""
"FRANCE","BANQUE CIC EST","31 rue Jean Wenger-Valentin","STRASBOURG","CMCIFRP1SNV","2008-01-28",""
"FRANCE","BANQUE CIC NORD OUEST","33 avenue Le Corbusier","LILLE","CMCIFRP1BSD","2008-01-28",""
"FRANCE","BANQUE CIC OUEST","2 avenue JC Bonduelle","NANTES","CMCIFRP1CIO","2008-01-28",""
"FRANCE","BANQUE CIC SUD OUEST","20 quai des Chartrons","BORDEAUX","CMCIFRP1SBC","2008-01-28",""
"FRANCE","BANQUE COMMERCIALE DU MARCHE NORD EUROPE","4, PLACE RICHEBE","LILLE","CMCIFR21BCM","2008-01-28",""
"FRANCE","BANQUE COURTOIS","33, RUE DE REMUSAT","TOULOUSE Cedex 6","COURFR2TXXX","2008-01-28",""
"FRANCE","BANQUE D'ESCOMPTE","13 BOULEVARD HAUSSMANN","PARIS","ESCBFRPPXXX","2009-12-07",""
"FRANCE","BANQUE DE FRANCE","1 RUE DE LA VRILLIERE","PARIS","BDFEFRPPXXX","2008-01-28",""
"FRANCE","BANQUE DE SAVOIE","6 BLD DU THEATRE CS 82422","CHAMBERY CEDEX","BSAVFR2CXXX","2008-01-28",""
"FRANCE","BANQUE DEGROOF PETERCAM","44, rue de Lisbonne","PARIS","ALTRFRP1XXX","2010-11-08",""
"FRANCE","BANQUE DELUBAC & Cie","16 PLACE SALEON TERRAS","LE CHEYLARD","DELUFR22XXX","2008-06-02",""
"FRANCE","Banque du Batiment et des Travaux Publics","48 RUE LA PEROUSE CS 51686","PARIS CEDEX","BATIFRP1XXX","2008-01-28",""
"FRANCE","BANQUE DU CREDIT MUTUEL ILE-DE-FRANCE","1 rue de la tour des Dames","PARIS","CMCIFR21BCI","2008-01-28",""
"FRANCE","BANQUE DUPUY DE PARSEVAL","10 RUE GENERAL DE GAULLE . BP 168","SETE CEDEX","BDUPFR2SXXX","2008-01-28",""
"FRANCE","BANQUE EDEL SNC","60 rue Buissonnière CS 17601","LABEGE CEDEX 5","EDELFRP1XXX","2008-01-28",""
"FRANCE","BANQUE EUROPEENNE DU CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRP1BEC","2008-01-28",""
"FRANCE","BANQUE FEDERATIVE DU CREDIT MUTUEL (BFCM)","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRPAXXX","2008-01-28",""
"FRANCE","BANQUE FIDUCIAL","38, Rue Sergent Michel Berthet - CS 40119","LYON","FIDCFR21XXX","2009-05-04",""
"FRANCE","BANQUE FRANCAISE COMMERCIALE DE L'OCEAN INDIEN","60, RUE ALEXIS DE VILLENEUVE   BP323","SAINT DENIS","BFCORERXXXX","2008-01-28",""
"FRANCE","BANQUE FRANCAISE MUTUALISTE","Flux Financiers 56-60 rue de la Glaciere","PARIS","FEMUFR21XXX","2008-01-28",""
"FRANCE","BANQUE HOTTINGUER ET CIE","63 rue de la Victoire","PARIS","HRFRFRP1XXX","2008-10-06",""
"FRANCE","BANQUE INTERNATIONALE DE COMMERCE - BRED","18,quai de la Rapee","PARIS","BICFFRPPXXX","2008-01-28",""
"FRANCE","BANQUE KOLB S.A.","1 et 3 Place du General de Gaulle","Mirecourt","KOLBFR21XXX","2008-01-28",""
"FRANCE","BANQUE LAYDERNIER","10, AVENUE DU RHONE","ANNECY","LAYDFR2WXXX","2008-01-28",""
"FRANCE","BANQUE LEONARDO SA","68  FAUBOURG SAINT HONORE","PARIS","FIPIFRP1XXX","2013-02-04",""
"FRANCE","BANQUE MARTIN-MAUREL","43, RUE GRIGNAN","MARSEILLE","BMMMFR2AXXX","2008-01-28",""
"FRANCE","BANQUE MARZE","AVENUE DE ROQUA BP 76","AUBENAS CEDEX","BMRZFR21XXX","2008-01-28",""
"FRANCE","BANQUE MICHEL INCHAUSPE - BAMI","13 PLACE CHARLES FLOQUET","SAINT JEAN PIED DE PORT","BAMYFR22XXX","2011-02-07",""
"FRANCE","BANQUE MISR S.A.E. Paris branch","9 rue Auber","Paris","BMISFRPPXXX","2013-02-04",""
"FRANCE","BANQUE NEUFLIZE OBC","3, AVENUE HOCHE","PARIS","NSMBFRPPXXX","2008-01-28",""
"FRANCE","BANQUE NUGER","7, PLACE MICHEL DE L'HOSPITAL","CLERMONT FERRAND","BNUGFR21XXX","2008-01-28",""
"FRANCE","BANQUE PALATINE","42 rue d.Anjou","PARIS","BSPFFRPPXXX","2008-01-28",""
"FRANCE","BANQUE POPULAIRE ALSACE LORRAINE CHAMPAGNE","3 Rue Francois de Curel BP 40124","METZ CEDEX 1","CCBPFRPPMTZ","2008-01-28",""
"FRANCE","BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE","10,Quai des Queyries","Bordeaux Cedex","CCBPFRPPBDX","2008-01-28",""
"FRANCE","BANQUE POPULAIRE AUVERGNE RHONE-ALPES","4 boulevard Eugene Deruelle","LYON","CCBPFRPPGRE","2008-01-28",""
"FRANCE","BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE","14 Bd de la Tremouille BP 310","DIJON Cedex","CCBPFRPPDJN","2008-01-28",""
"FRANCE","BANQUE POPULAIRE DU NORD","845,avenue de la Republique","Marcq en Baroeul","CCBPFRPPLIL","2008-01-28",""
"FRANCE","BANQUE POPULAIRE DU SUD","38 Boulevard Georges Clemenceau,","Perpignan Cedex 09","CCBPFRPPPPG","2008-01-28",""
"FRANCE","BANQUE POPULAIRE GRAND OUEST (ex-Banque Populaire Atlantique)","1,Rue Francoise Sagan,Saint Herblain","NANTES CEDEX 9","CCBPFRPPNAN","2008-01-28",""
"FRANCE","Banque Populaire Grand Ouest (ex-Banque Populaire de l'Ouest)","1,place de la Trinite S 86434","RENNES CEDEX","CCBPFRPPREN","2008-01-28",""
"FRANCE","Banque Populaire Grand Ouest (ex-Crédit Maritime Atlantique)","35 rue Bobby Sands","ST HERBLAIN Cedex","CCBPFRPP219","2008-01-28",""
"FRANCE","Banque Populaire Grand Ouest (ex-Crédit Maritime Bretagne-Normandie)","2 rue Pierre Joseph Colin","RENNES","CCBPFRPP149","2008-09-12",""
"FRANCE","BANQUE POPULAIRE MEDITERRANEE (ex-Banque Populaire Provençale et Corse)","457 Promenade des Anglais","NICE CEDEX 3","CCBPFRPPMAR","2008-01-28",""
"FRANCE","BANQUE POPULAIRE OCCITANE","33 . 43,avenue Georges Pompidou","Balma Cedex","CCBPFRPPTLS","2008-01-28",""
"FRANCE","BANQUE POPULAIRE RIVES DE PARIS","76-78 avenue de France","Paris cedex 13","CCBPFRPPMTG","2008-01-28",""
"FRANCE","BANQUE POPULAIRE VAL DE FRANCE","9,AVENUE NEWTON","MONTIGNY LE BRETONNEUX","CCBPFRPPVER","2008-01-28",""
"FRANCE","BANQUE POUYANNE","12, PLACE D ' ARMES","ORTHEZ","POUYFR21XXX","2008-01-28",""
"FRANCE","Banque Privee 1818","50 av Montaigne","PARIS","NATXFRPPBPS","2009-05-04",""
"FRANCE","BANQUE PRIVEE EUROPEENNE","62, RUE DU LOUVRE","PARIS","PREUFRP1XXX","2008-01-28",""
"FRANCE","BANQUE REVILLON","37 rue de la Victoire","PARIS","REVIFRPPXXX","2010-11-01",""
"FRANCE","BANQUE RHONE ALPES","20 et 22 Boulevard Edouard Rey","Grenoble","RALPFR2GXXX","2008-01-28",""
"FRANCE","BANQUE RICHELIEU FRANCE","1-3-5 rue Paul Cézanne","PARIS","KBLXFRPPXXX","2012-04-10",""
"FRANCE","BANQUE SAINT OLIVE SA","84 RUE DUGUESCLIN","LYON","BSAOFR21XXX","2012-03-05",""
"FRANCE","BANQUE SBA","68, AVENUE DES CHAMPS ELYSEES","PARIS","SBAAFRPPXXX","2014-02-03",""
"FRANCE","BANQUE SOLFEA SA","49 AVENUE DE L'OPERA","PARIS","BPETFRP1XXX","2011-07-04",""
"FRANCE","BANQUE TARNEAUD","2-6, RUE TURGOT","LIMOGES","TARNFR2LXXX","2008-01-28",""
"FRANCE","BANQUE THEMIS (FORMERLY BANQUE DE L'ILE DE FRANCE-B.D.E.I.)","20, RUE TREILHARD","PARIS","BDEIFRPPXXX","2008-01-28",""
"FRANCE","BANQUE TRANSATLANTIQUE","26 avenue F D Roosevelt","PARIS","CMCIFRP1BTR","2008-01-28",""
"FRANCE","BANQUE TRAVELEX SA","ROUTE DE LA REINE 19","BOULOGNE BILLANCOURT","TRAVFRPPXXX","2016-10-10",""
"FRANCE","BforBANK","Tour Europlaza - 20 Avenue André Prothin","PARIS LA DEFENSE","BFBKFRP1XXX","2009-10-05",""
"FRANCE","BGFI INTERNATIONAL","10/12 RUE DU GENERAL FOY","PARIS","BGFIFRPPXXX","2013-11-04",""
"FRANCE","BLOM BANK FRANCE","21 avenue George V","PARIS","BLOMFRPPXXX","2008-03-03",""
"FRANCE","BNP PARIBAS ANTILLES GUYANNE","1 BOULEVARD HAUSSMANN","PARIS","BNPAMQMXXXX","2008-11-30",""
"FRANCE","BNP PARIBAS FACTOR","46-52 RUE ARAGO","PUTEAUX","BNPCFR21XXX","2008-01-28",""
"FRANCE","BNP PARIBAS PERSONAL FINANCE","1, BD HAUSMANN","PARIS","CETEFRP1XXX","2013-11-04",""
"FRANCE","BNP PARIBAS REUNION","1 BOULEVARD HAUSSMANN","PARIS","BNPARERXXXX","2008-10-31",""
"FRANCE","BNP PARIBAS SA","16 BOULEVARD DES ITALIENS","PARIS","BNPAFRPPXXX","2008-01-28",""
"FRANCE","BNP PARIBAS SECURITIES SERVICES SA","3, RUE D'ANTIN","PARIS","PARBFRPPXXX","2008-01-28",""
"FRANCE","BOA-FRANCE","6 Rue Cambaceres","PARIS","AFRIFRPPXXX","2010-07-05",""
"FRANCE","BOURSORAMA BANQUE","44 rue Traversière","BOULOGNE BILLANCOURT","BOUSFRPPXXX","2008-06-02",""
"FRANCE","BPCE","50 Av Pierre Mendes France","Paris cedex 13","BPCEFRPPXXX","2009-11-16",""
"FRANCE","Bpifrance Financement","Domaine MVF, 27/31 avenue du  General Leclerc","MAISONS ALFORT","CPMEFRPPXXX","2008-01-28",""
"FRANCE","BRED BANQUE POPULAIRE","18,quai de la Rapee","PARIS","BREDFRPPXXX","2008-01-28",""
"FRANCE","BRED GESTION","18,quai de la Rapee","PARIS","BRGEFRPPXXX","2008-01-28",""
"FRANCE","CA CONSUMER FINANCE","128-130 BOULEVARD RASPAIL","PARIS","AGRIFRP1ACF","2008-01-28",""
"FRANCE","CA INDOSUEZ WEALTH (France)","17, RUE DU DOCTEUR LANCEREAUX","PARIS","SIBLFRPPXXX","2008-01-28",""
"FRANCE","CACEIS BANK","1-3, PLACE VALHUBERT","PARIS","ISAEFRPPXXX","2008-01-28",""
"FRANCE","Caisse Centrale Du Credit Immobilier de France - 3CIF","26-28 rue de Madrid","Paris","CCIFFRPPXXX","2013-03-04",""
"FRANCE","CAISSE CENTRALE DU CREDIT MUTUEL","88-90 RUE CARDINET","PARIS CEDEX 17","CMUTFR21CCM","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE ALSACE","1 ROUTE DU RHIN","STRASBOURG","CEPAFRPP670","2008-01-28","2021-02-24"
"FRANCE","CAISSE D'EPARGNE AQUITAINE POITOU-CHARENTES","61 RUE DU CHATEAU D'EAU","BORDEAUX CEDEX","CEPAFRPP333","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE AUVERGNE LIMOUSIN","63 rue Montlosier","Clermont-Ferrand","CEPAFRPP871","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE BRETAGNE-PAYS DE LOIRE","15 Avenue de la jeunesse BP127","Orvault Cedex","CEPAFRPP444","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE CEPAC","Place Estrangin-Pastre P108","MARSEILLE Cedex 6","CEPAFRPP131","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE COTE D'AZUR","455 PROMENADE DES ANGLAIS POBOX 3297","NICE CEDEX 3","CEPAFRPP831","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE DE BOURGOGNE FRANCHE-COMTE","1,Rond point de la Nation BP 23088","DIJON Cedex 9","CEPAFRPP213","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE GRAND EST EUROPE","Avenue du Rhin","Strasbourg","CEPAFRPP513","2008-01-28",""
"FRANCE","Caisse d'Epargne Hauts de France (ex-Caisse d'Epargne de Picardie)","135 Pont de Flandres","Euralille","CEPAFRPP802","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE HAUTS DE FRANCE (ex-Caisse d'Epargne Nord France Europe)","135 Pont de Flandres","EURALILLE","CEPAFRPP627","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE ILE DE FRANCE","19,rue du Louvre","PARIS","CEPAFRPP751","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE LANGUEDOC-ROUSSILLON","254 Rue Michel Teule BP 7330","Montpellier Cedex 4","CEPAFRPP348","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE LOIRE CENTRE","7 rue d'Escures","Orleans","CEPAFRPP450","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE LOIRE-DROME-ARDECHE","Espace Fauriel BP 147","SAINT-ETIENNE CEDEX 2","CEPAFRPP426","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE MIDI-PYRENEES","10,avenue Maxwell . B.P. 22306","TOULOUSE Cedex","CEPAFRPP313","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE NORMANDIE","151 Rue d.Uelzen","Bois-Guillaume","CEPAFRPP142","2008-01-28",""
"FRANCE","CAISSE D'EPARGNE RHONES ALPES","116 Cours Lafayette BP 3276","LYON CEDEX 03","CEPAFRPP382","2008-01-28",""
"FRANCE","CAISSE DE BRETAGNE DE CREDIT AGRICOLE MUTUEL","1 Rue LOUIS LICHOU","LE RELECQ KERHUON","CBCRFR21XXX","2008-01-28",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL D'AVIGNON","2 rue Viala","AVIGNON","CSCAFR21XXX","2009-03-02",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE BORDEAUX","29 RUE DU MIRAIL","BORDEAUX","CCMOFR21XXX","2013-10-07",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE BOULOGNE-SUR-MER","2 place Jean Febvay","BOULOGNE SUR MER","CMUBFR21XXX","2009-04-06",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE LYON","221, rue Duguesclin","LYON","CCMLFR21XXX","2009-03-02",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE NIMES","8 BIS, RUE GUIZOT","NIMES","CCMNFR21XXX","2008-01-28",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE ROUBAIX","30, rue de Lille","ROUBAIX","CMROFR21XXX","2009-05-04",""
"FRANCE","CAISSE DE CREDIT MUNICIPAL DE TOULON","10, place Vincent RaspailL","TOULON","CCUTFR21XXX","2008-11-03",""
"FRANCE","CAISSE DES DEPOTS ET CONSIGNATIONS","56, RUE DE LILLE","PARIS","CDCGFRPPXXX","2008-01-28",""
"FRANCE","CAISSE FEDERALE DE CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFR2ACEE","2008-01-28",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL ANTILLES GUYANE","2 RUE DU PROFESSEUR R. GARCIN","FORT DE FRANCE","CMCIMQM1XXX","2008-01-28",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL DU MAINE-ANJOU BASSE-NORMANDIE","43, BOULEVARD VOLNEY","LAVAL","CMCIFR2ALAV","2008-01-28",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL NORD EUROPE","4, PLACE RICHEBE CS 81009","LILLE","CMCIFR2ACMN","2008-01-28",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL OCEAN","34 rue Leandre Merlet","LA ROCHE SUR YON","CMCIFR2ACMO","2009-05-02",""
"FRANCE","CAISSE FRANCAISE DE FINANCEMENT LOCAL","1-3, rue du Passeur de Boulogne","ISSY-LES-MOULINEAUX","DXMAFRPPXXX","2013-11-04",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CENTRE LOIRE","8 ALLEE DES COLLEGES","BOURGES","AGRIFRPP848","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CHAMPAGNE BOURGOGNE","269, FAUBOURG CRONCELS","TROYES","AGRIFRPP810","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE FRANCHE COMTE","11, AVENUE ELISEE-CUSENIER","BESANCON","AGRIFRPP825","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LA CORSE","1 avenue Napoleon 111 PB 308","AJACCIO","AGRIFRPP820","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LORRAINE","56-58, AVENUE ANDRE-MALRAUX","METZ","AGRIFRPP861","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE","15 EXPLANADE BRILLAUD DE LAUJARDIERE","CAEN","AGRIFRPP866","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE SEINE","CITE DE L'AGRICULTURE CHEMIN DE LA BRETEQUE","BOIS GUILLAUME","AGRIFRPP883","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE PARIS ET D'ILE DE FRANCE","26, QUAI DE LA RAPEE","PARIS","AGRIFRPP882","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE TOULOUSE 31","6 PLACE JEANNE D'ARC","TOULOUSE","AGRIFRPP831","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DEL'ANJOU ET DU MAINE","40, RUE PREMARTINE","LE MANS","AGRIFRPP879","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC","AVENUE DE MONTPELLIERET MAURIN","LATTES","AGRIFRPP835","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL LOIRE  HAUTE-LOIRE","94, RUE BERGSON","SAINT ETIENNE","AGRIFRPP845","2008-01-28",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL NORD MIDI PYRENNEES","219 AVENUE FRANCOIS VERDIER","ALBI","AGRIFRPP812","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE","route de Paris","NANTES","AGRIFRPP847","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE","500 rue Saint-Fuscien","AMIENS","AGRIFRPP887","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CENTRE-EST","1 RUE PIERRE DE TRUCHIS DE LAYS","CHAMPAGNE MONT D OR","AGRIFRPP878","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CHARENTE-MARITIME DEUX-SEVRES","12 Boulevard Guillet-Maillet","SAINTES Cedex","AGRIFRPP817","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'AQUITAINE","304 BD DU PRESIDENT WILSON","BORDEAUX","AGRIFRPP833","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'ILLE_ET_VILAINE","45 boulevard de la Liberte","RENNES","AGRIFRPP836","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE CHARENTE_PERIGORD","RUE D'EPAGNAC","SOYAUX","AGRIFRPP824","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA GUADELOUPE","PETIT PEROU LES ABYMES","ABYMES CEDEX","AGRIGPGXXXX","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA MARTINIQUE ET DE LA GUYANE","Rue Case Negres - Place d'Armes","LE LAMENTIN Cedex","AGRIMQMXXXX","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA REUNION","CITE DES LAURIERS PARC JEAN DE CAMBIAIRE","SAINT DENIS","AGRIRERXXXX","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA TOURAINE ET DU POITOU","18, RUE SALVADOR-ALLENDE","POITIERS","AGRIFRPP894","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DES COTES D ARMOR","LA CROIX TUAL PLOUFRAGAN","SAINT BRIEUC Cedex 9","AGRIFRPP822","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU CENTRE OUEST","29, BOULEVARD DE VANTEAUX","LIMOGES","AGRIFRPP895","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU FINISTERE","7, ROUTE DU LOC'H","QUIMPER","AGRIFRPP829","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU NORD EST","25, RUE LIBERGIER","REIMS","AGRIFRPP802","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR","Avenue Paul Arene Les Negadis","Draguignan","AGRIFRPP891","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PYRENEES GASCOGNE","11 BD KENNEDY BP 329","TARBES Cedex","AGRIFRPP869","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD MEDITERRANEE","30, RUE PIERRE-BRETONNEAU","PERPIGNAN","AGRIFRPP871","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL VAL DE FRANCE","1, R DANIEL BOUTET","CHARTRES","AGRIFRPP844","2008-01-28",""
"FRANCE","CAISSE REGIONALE DE CREDIT MARITIME MUTUEL DE LA MEDITERRANEE","187 Quai d'Orient BP 188","SETE","CMMMFR21XXX","2008-01-28",""
"FRANCE","CARREFOUR BANQUE","1 PLACE COPERNIC","EVRY","SOAPFR22XXX","2016-07-06",""
"FRANCE","CASDEN BANQUE POPULAIRE","91 Cours des Roches","Marne La Vallee Cedex 2","CCBPFRPPCAS","2008-01-28",""
"FRANCE","CFCAL-BANQUE","1, RUE DU DOME","STRASBOURG","CFCLFR21XXX","2008-01-28",""
"FRANCE","CHOLET DUPONT","16, PLACE DE LA MADELEINE","PARIS","CHDUFRPPXXX","2008-01-28",""
"FRANCE","CIC IBERBANCO","8 rue d'Anjou","PARIS","CMCIFRP1IBB","2009-05-02",""
"FRANCE","CM-CIC EPARGNE SALARIALE","12, R GAILLON","PARIS","CMCIFRP1EPS","2008-01-28",""
"FRANCE","CM-CIC SECURITIES","6, AVENUE DE PROVENCE","PARIS","CMCIFRPBXXX","2008-01-28",""
"FRANCE","CMP BANQUE SA","55 rue des Francs Bourgeois","PARIS","CMPCFRP1XXX","2009-05-04",""
"FRANCE","COFACREDIT","TOUR FACTO","PARIS","COFEFR2PXXX","2011-11-07",""
"FRANCE","COFIDIS S.A.","Parc de la Haute Borne 61 avenue Halley","Villeneuve d'Ascq","CFFIFR21XXX","2014-02-03",""
"FRANCE","Compagnie de Financement Foncier","4,quai de Bercy .","Charenton cedex","CFFOFRPPXXX","2008-01-28",""
"FRANCE","COMPAGNIE DE L'ARC ATLANTIQUE","ZA AGORETTA","BIDART","COLQFR21XXX","2012-04-09",""
"FRANCE","COMPAGNIE FINANCIERE DU CREDIT MUTUEL","1 RUE LOUIS LICHOU","Le Relecq-Kerhuon","CMBRFR2BXXX","2008-01-28",""
"FRANCE","COMPAGNIE GENERALE DE CREDIT AUX PARTICULIERS (CREDIPAR)","12, AVENUE ANDRE MALRAUX","LEVALLOIS PERRET","CGCPFRP1XXX","2008-01-28",""
"FRANCE","CP Or Devises","59, RUE LAFAYETTE","PARIS","CPBIFRPPXXX","2008-01-28",""
"FRANCE","CREATIS","Parc de la Haute Borne -  61, Avenue Halley","Villeneuve d'ascq","CRTAFR21XXX","2008-01-28",""
"FRANCE","CREDIT AGRICOLE ALPES PROVENCE","25, CHEMIN DES TROIS CYPRES","AIX-EN-PROVENCE CEDEX 3","AGRIFRPP813","2008-01-28",""
"FRANCE","CREDIT AGRICOLE ALSACE VOSGES","1, PLACE DE LA GARE","STRASBOURG","AGRIFRPP872","2008-01-28",""
"FRANCE","CREDIT AGRICOLE CENTRE FRANCE","3, AVENUE DE LA LIBERATION","CLERMONT FERRAND CEDEX 9","AGRIFRPP868","2008-01-28",""
"FRANCE","CREDIT AGRICOLE DES SAVOIE","P.A.E. Les Claisins 4 Avenue Pre-Felin","ANNECY","AGRIFRPP881","2008-01-28",""
"FRANCE","CREDIT AGRICOLE DU MORBIHAN","Avenue de Keranguen 56","VANNES","AGRIFRPP860","2008-01-28",""
"FRANCE","Credit Agricole Leasing And Factoring","1-3, RUE DU PASSEUR DE BOULOGNE","ISSY LES MOULINEAUX Cedex 9","AGRIFRP1EFG","2008-01-28",""
"FRANCE","CREDIT AGRICOLE NORD DE FRANCE","10 SQUARE FOCH - B.P. 369","LILLE CEDEX","AGRIFRPP867","2008-01-28",""
"FRANCE","CREDIT AGRICOLE SA","BUILDING PASTEUR, BLOC 1: 91-93, BOULEVARD PASTEUR","PARIS","AGRIFRPPXXX","2008-01-28",""
"FRANCE","CREDIT AGRICOLE SUD RHONE ALPES","15-17, RUE PAUL-CLAUDEL","GRENOBLE","AGRIFRPP839","2008-01-28",""
