"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date"
"BELGIUM","BEOBANK (ex CITIBANK BELGIUM NV/SA)","BOULEVARD GENERAL JACQUES 263 G","BRUSSELS","CTBKBEBXXXX","2019-07-08",""
"BELGIUM","BNP PARIBAS FORTIS S.A./N.V.","MONTAGNE DU PARC / Warandeberg 3","BRUSSELS","GEBABEBBXXX","2018-11-18",""
"BELGIUM","CBC Banque S.A.","Avenue Albert 1er 60","Namur","CREGBEBBXXX","2019-01-07",""
"BELGIUM","CPH BANQUE","7 RUE PERDUE","TOURNAI","CPHBBE75XXX","2018-11-18",""
"BELGIUM","CRELAN NV/SA","Bld Sylvain Dupuis 251","BRUSSELS","NICABEBBXXX","2018-11-18",""
"BELGIUM","EPBF SA","Chaussee de la hulpe 181","Watermael Boitsfort","EPBFBEBBXXX","2018-10-08",""
"BELGIUM","Europabank NV","Burgstraat 170","GENT","EURBBE99XXX","2018-11-18",""
"BELGIUM","ING Belgium SA (Head Office)","Marnixlaan 24","BRUSSELS","BBRUBEBBXXX","2018-11-18",""
"BELGIUM","KBC Bank N.V.","Havenlaan 2","BRUSSELS","KREDBEBBXXX","2018-11-18",""
"BELGIUM","TRANSFERWISE EUROPE SA/NV","Square de Meeus 38/40","Brussels","TRWIBEB1XXX","2019-06-04",""
"BELGIUM","VDK BANK","SINT-MICHIELSPLEIN 16","GENT","VDSPBE91XXX","2018-11-18",""
"BULGARIA","iCard AD","76A JAMES BOUCHIER BLVD. DISTRICT OF LOZENETS","SOFIA","INTFBGSFXXX","2018-01-09",""
"BULGARIA","TBI Bank EAD","52-54, DIMITAR HADZHIKOTSEV STR","SOFIA","TBIBBGSFXXX","2019-09-02",""
"CYPRUS","iSignthis Emoney Ltd T/As ISXPay","Athalassas 26, 3rd floor, Strovolos","Nicosia","ISEMCY22XXX","2019-05-06",""
"DENMARK","Danske Bank A/S","2-12 Holmens Kanal","COPENHAGEN","DABADKKKXXX","2019-04-01",""
"ESTONIA","AS LHV PANK","TARTU MNT. 2","TALLINN","LHVBEE22XXX","2018-11-20",""
"ESTONIA","AS SEB PANK","FLOOR 10: 2, TORNIMAE","TALLINN","EEUHEE2XXXX","2017-11-21",""
"ESTONIA","AS TBB pank","VANA-VIRU 7","TALLINN","TABUEE22XXX","2019-11-27",""
"ESTONIA","Coop Pank AS","Narva mnt. 4","TALLINN","EKRDEE22XXX","2019-04-09",""
"ESTONIA","Swedbank AS","8, LIIVALAIA","TALLINN","HABAEE2XXXX","2018-09-11",""
"FINLAND","Bonum Bank Ltd.","HEVOSENKENKA 3","ESPOO","POPFFI22XXX","2019-05-02",""
"FINLAND","Nordea Bank Abp","Satamaradankatu 5","HELSINKI","NDEAFIHHXXX","2018-10-01",""
"FINLAND","OP Corporate Bank plc","Gebhardinaukio 1,","HELSINKI","OKOYFIHHXXX","2019-04-09",""
"FINLAND","SAASTOPANKKIEN KESKUSPANKKI SUOMI OY","Teollisuuskatu 33","HELSINKI","ITELFIHHXXX","2019-05-02",""
"FRANCE","ARKEA BANQUE ENTREPRISE ET INSTITUTIONNELS","1 ure Louis Lichou","Le Relecq-Kerhuon","CMBRFR2BCME","2019-01-08",""
"FRANCE","Arkea Direct Bank","Tour Ariane 5, place de la Pyramide","Paris La Défense","FTNOFRP1XXX","2019-01-08",""
"FRANCE","BANQUE BCP","16 rue Hérold","PARIS","BPSMFRPPXXX","2018-04-03",""
"FRANCE","BANQUE CHALUS","5, PLACE DE JAUDE","CLERMONT FERRAND","BCHAFR21XXX","2018-12-14",""
"FRANCE","BANQUE CIC EST","31 rue Jean Wenger-Valentin","STRASBOURG","CMCIFRP1SNV","2018-09-14",""
"FRANCE","BANQUE CIC NORD OUEST","33 avenue Le Corbusier","LILLE","CMCIFRP1BSD","2018-09-14",""
"FRANCE","BANQUE CIC OUEST","2 avenue JC Bonduelle","NANTES","CMCIFRP1CIO","2018-09-14",""
"FRANCE","BANQUE CIC SUD OUEST","20 quai des Chartrons","BORDEAUX","CMCIFRP1SBC","2018-09-14",""
"FRANCE","BANQUE COURTOIS","33, RUE DE REMUSAT","TOULOUSE Cedex 6","COURFR2TXXX","2018-11-20",""
"FRANCE","BANQUE DE SAVOIE","6 BLD DU THEATRE CS 82422","CHAMBERY CEDEX","BSAVFR2CXXX","2018-04-03",""
"FRANCE","Banque du Batiment et des Travaux Publics","48 RUE LA PEROUSE CS 51686","PARIS CEDEX","BATIFRP1XXX","2019-06-04",""
"FRANCE","BANQUE DUPUY DE PARSEVAL","10 RUE GENERAL DE GAULLE . BP 168","SETE CEDEX","BDUPFR2SXXX","2018-10-08",""
"FRANCE","BANQUE EUROPEENNE DU CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRP1BEC","2018-09-14",""
"FRANCE","BANQUE FEDERATIVE DU CREDIT MUTUEL (BFCM)","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRPAXXX","2018-09-14",""
"FRANCE","BANQUE INTERNATIONALE DE COMMERCE - BRED","18,quai de la Rapee","PARIS","BICFFRPPXXX","2018-10-08",""
"FRANCE","BANQUE KOLB S.A.","1 et 3 Place du General de Gaulle","Mirecourt","KOLBFR21XXX","2018-11-20",""
"FRANCE","BANQUE LAYDERNIER","10, AVENUE DU RHONE","ANNECY","LAYDFR2WXXX","2018-11-20",""
"FRANCE","BANQUE MARZE","AVENUE DE ROQUA BP 76","AUBENAS CEDEX","BMRZFR21XXX","2018-10-08",""
"FRANCE","BANQUE NUGER","7, PLACE MICHEL DE L'HOSPITAL","CLERMONT FERRAND","BNUGFR21XXX","2018-11-20",""
"FRANCE","BANQUE POPULAIRE ALSACE LORRAINE CHAMPAGNE","3 Rue Francois de Curel BP 40124","METZ CEDEX 1","CCBPFRPPMTZ","2018-04-03",""
"FRANCE","BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE","10,Quai des Queyries","Bordeaux Cedex","CCBPFRPPBDX","2018-04-03",""
"FRANCE","BANQUE POPULAIRE AUVERGNE RHONE-ALPES","4 boulevard Eugene Deruelle","LYON","CCBPFRPPGRE","2018-04-03",""
"FRANCE","BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE","14 Bd de la Tremouille BP 310","DIJON Cedex","CCBPFRPPDJN","2018-04-03",""
"FRANCE","BANQUE POPULAIRE DU NORD","845,avenue de la Republique","Marcq en Baroeul","CCBPFRPPLIL","2018-04-03",""
"FRANCE","BANQUE POPULAIRE DU SUD","38 Boulevard Georges Clemenceau,","Perpignan Cedex 09","CCBPFRPPPPG","2018-04-03",""
"FRANCE","BANQUE POPULAIRE GRAND OUEST (ex-Banque Populaire Atlantique)","1,Rue Francoise Sagan,Saint Herblain","NANTES CEDEX 9","CCBPFRPPNAN","2018-04-03",""
"FRANCE","Banque Populaire Grand Ouest (ex-Banque Populaire de l'Ouest)","1,place de la Trinite S 86434","RENNES CEDEX","CCBPFRPPREN","2018-04-03",""
"FRANCE","Banque Populaire Grand Ouest (ex-Crédit Maritime Atlantique)","35 rue Bobby Sands","ST HERBLAIN Cedex","CCBPFRPP219","2018-04-03",""
"FRANCE","Banque Populaire Grand Ouest (ex-Crédit Maritime Bretagne-Normandie)","2 rue Pierre Joseph Colin","RENNES","CCBPFRPP149","2018-04-03",""
"FRANCE","BANQUE POPULAIRE MEDITERRANEE (ex-Banque Populaire Provençale et Corse)","457 Promenade des Anglais","NICE CEDEX 3","CCBPFRPPMAR","2018-04-03",""
"FRANCE","BANQUE POPULAIRE OCCITANE","33 . 43,avenue Georges Pompidou","Balma Cedex","CCBPFRPPTLS","2018-04-03",""
"FRANCE","BANQUE POPULAIRE RIVES DE PARIS","76-78 avenue de France","Paris cedex 13","CCBPFRPPMTG","2018-04-03",""
"FRANCE","BANQUE POPULAIRE VAL DE FRANCE","9,AVENUE NEWTON","MONTIGNY LE BRETONNEUX","CCBPFRPPVER","2018-04-03",""
"FRANCE","BANQUE RHONE ALPES","20 et 22 Boulevard Edouard Rey","Grenoble","RALPFR2GXXX","2018-11-20",""
"FRANCE","BANQUE TARNEAUD","2-6, RUE TURGOT","LIMOGES","TARNFR2LXXX","2018-11-20",""
"FRANCE","BANQUE TRANSATLANTIQUE","26 avenue F D Roosevelt","PARIS","CMCIFRP1BTR","2018-09-14",""
"FRANCE","BNP PARIBAS SA","16 BOULEVARD DES ITALIENS","PARIS","BNPAFRPPXXX","2018-11-20",""
"FRANCE","BOURSORAMA BANQUE","44 rue Traversière","BOULOGNE BILLANCOURT","BOUSFRPPXXX","2018-11-20",""
"FRANCE","BPCE","50 Av Pierre Mendes France","Paris cedex 13","BPCEFRPPXXX","2018-04-03",""
"FRANCE","BRED BANQUE POPULAIRE","18,quai de la Rapee","PARIS","BREDFRPPXXX","2018-10-08",""
"FRANCE","BRED GESTION","18,quai de la Rapee","PARIS","BRGEFRPPXXX","2018-10-08",""
"FRANCE","CAISSE D'EPARGNE ALSACE","1 ROUTE DU RHIN","STRASBOURG","CEPAFRPP670","2018-04-03","2021-02-24"
"FRANCE","CAISSE D'EPARGNE AQUITAINE POITOU-CHARENTES","61 RUE DU CHATEAU D'EAU","BORDEAUX CEDEX","CEPAFRPP333","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE AUVERGNE LIMOUSIN","63 rue Montlosier","Clermont-Ferrand","CEPAFRPP871","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE BRETAGNE-PAYS DE LOIRE","15 Avenue de la jeunesse BP127","Orvault Cedex","CEPAFRPP444","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE CEPAC","Place Estrangin-Pastre P108","MARSEILLE Cedex 6","CEPAFRPP131","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE COTE D'AZUR","455 PROMENADE DES ANGLAIS POBOX 3297","NICE CEDEX 3","CEPAFRPP831","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE DE BOURGOGNE FRANCHE-COMTE","1,Rond point de la Nation BP 23088","DIJON Cedex 9","CEPAFRPP213","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE GRAND EST EUROPE","Avenue du Rhin","Strasbourg","CEPAFRPP513","2018-04-03",""
"FRANCE","Caisse d'Epargne Hauts de France (ex-Caisse d'Epargne de Picardie)","135 Pont de Flandres","Euralille","CEPAFRPP802","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE HAUTS DE FRANCE (ex-Caisse d'Epargne Nord France Europe)","135 Pont de Flandres","EURALILLE","CEPAFRPP627","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE ILE DE FRANCE","19,rue du Louvre","PARIS","CEPAFRPP751","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE LANGUEDOC-ROUSSILLON","254 Rue Michel Teule BP 7330","Montpellier Cedex 4","CEPAFRPP348","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE LOIRE CENTRE","7 rue d'Escures","Orleans","CEPAFRPP450","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE LOIRE-DROME-ARDECHE","Espace Fauriel BP 147","SAINT-ETIENNE CEDEX 2","CEPAFRPP426","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE MIDI-PYRENEES","10,avenue Maxwell . B.P. 22306","TOULOUSE Cedex","CEPAFRPP313","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE NORMANDIE","151 Rue d.Uelzen","Bois-Guillaume","CEPAFRPP142","2018-04-03",""
"FRANCE","CAISSE D'EPARGNE RHONES ALPES","116 Cours Lafayette BP 3276","LYON CEDEX 03","CEPAFRPP382","2018-04-03",""
"FRANCE","CAISSE FEDERALE DE CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFR2ACEE","2018-09-14",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL ANTILLES GUYANE","2 RUE DU PROFESSEUR R. GARCIN","FORT DE FRANCE","CMCIMQM1XXX","2018-09-14",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL DU MAINE-ANJOU BASSE-NORMANDIE","43, BOULEVARD VOLNEY","LAVAL","CMCIFR2ALAV","2018-09-14",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL NORD EUROPE","4, PLACE RICHEBE CS 81009","LILLE","CMCIFR2ACMN","2018-09-14",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL OCEAN","34 rue Leandre Merlet","LA ROCHE SUR YON","CMCIFR2ACMO","2018-09-14",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CENTRE LOIRE","8 ALLEE DES COLLEGES","BOURGES","AGRIFRPP848","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CHAMPAGNE BOURGOGNE","269, FAUBOURG CRONCELS","TROYES","AGRIFRPP810","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE FRANCHE COMTE","11, AVENUE ELISEE-CUSENIER","BESANCON","AGRIFRPP825","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LA CORSE","1 avenue Napoleon 111 PB 308","AJACCIO","AGRIFRPP820","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LORRAINE","56-58, AVENUE ANDRE-MALRAUX","METZ","AGRIFRPP861","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE","15 EXPLANADE BRILLAUD DE LAUJARDIERE","CAEN","AGRIFRPP866","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE SEINE","CITE DE L'AGRICULTURE CHEMIN DE LA BRETEQUE","BOIS GUILLAUME","AGRIFRPP883","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE PARIS ET D'ILE DE FRANCE","26, QUAI DE LA RAPEE","PARIS","AGRIFRPP882","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE TOULOUSE 31","6 PLACE JEANNE D'ARC","TOULOUSE","AGRIFRPP831","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DEL'ANJOU ET DU MAINE","40, RUE PREMARTINE","LE MANS","AGRIFRPP879","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC","AVENUE DE MONTPELLIERET MAURIN","LATTES","AGRIFRPP835","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL LOIRE  HAUTE-LOIRE","94, RUE BERGSON","SAINT ETIENNE","AGRIFRPP845","2018-11-20",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL NORD MIDI PYRENNEES","219 AVENUE FRANCOIS VERDIER","ALBI","AGRIFRPP812","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE","route de Paris","NANTES","AGRIFRPP847","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE","500 rue Saint-Fuscien","AMIENS","AGRIFRPP887","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CENTRE-EST","1 RUE PIERRE DE TRUCHIS DE LAYS","CHAMPAGNE MONT D OR","AGRIFRPP878","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CHARENTE-MARITIME DEUX-SEVRES","12 Boulevard Guillet-Maillet","SAINTES Cedex","AGRIFRPP817","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'AQUITAINE","304 BD DU PRESIDENT WILSON","BORDEAUX","AGRIFRPP833","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'ILLE_ET_VILAINE","45 boulevard de la Liberte","RENNES","AGRIFRPP836","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE CHARENTE_PERIGORD","RUE D'EPAGNAC","SOYAUX","AGRIFRPP824","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA GUADELOUPE","PETIT PEROU LES ABYMES","ABYMES CEDEX","AGRIGPGXXXX","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA MARTINIQUE ET DE LA GUYANE","Rue Case Negres - Place d'Armes","LE LAMENTIN Cedex","AGRIMQMXXXX","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA REUNION","CITE DES LAURIERS PARC JEAN DE CAMBIAIRE","SAINT DENIS","AGRIRERXXXX","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA TOURAINE ET DU POITOU","18, RUE SALVADOR-ALLENDE","POITIERS","AGRIFRPP894","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DES COTES D ARMOR","LA CROIX TUAL PLOUFRAGAN","SAINT BRIEUC Cedex 9","AGRIFRPP822","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU CENTRE OUEST","29, BOULEVARD DE VANTEAUX","LIMOGES","AGRIFRPP895","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU FINISTERE","7, ROUTE DU LOC'H","QUIMPER","AGRIFRPP829","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU NORD EST","25, RUE LIBERGIER","REIMS","AGRIFRPP802","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR","Avenue Paul Arene Les Negadis","Draguignan","AGRIFRPP891","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PYRENEES GASCOGNE","11 BD KENNEDY BP 329","TARBES Cedex","AGRIFRPP869","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD MEDITERRANEE","30, RUE PIERRE-BRETONNEAU","PERPIGNAN","AGRIFRPP871","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL VAL DE FRANCE","1, R DANIEL BOUTET","CHARTRES","AGRIFRPP844","2018-11-20",""
"FRANCE","CAISSE REGIONALE DE CREDIT MARITIME MUTUEL DE LA MEDITERRANEE","187 Quai d'Orient BP 188","SETE","CMMMFR21XXX","2018-10-08",""
"FRANCE","CIC IBERBANCO","8 rue d'Anjou","PARIS","CMCIFRP1IBB","2018-09-14",""
"FRANCE","COFIDIS S.A.","Parc de la Haute Borne 61 avenue Halley","Villeneuve d'Ascq","CFFIFR21XXX","2018-09-14",""
"FRANCE","CREATIS","Parc de la Haute Borne -  61, Avenue Halley","Villeneuve d'ascq","CRTAFR21XXX","2018-09-14",""
"FRANCE","CREDIT AGRICOLE ALPES PROVENCE","25, CHEMIN DES TROIS CYPRES","AIX-EN-PROVENCE CEDEX 3","AGRIFRPP813","2018-11-20",""
"FRANCE","CREDIT AGRICOLE ALSACE VOSGES","1, PLACE DE LA GARE","STRASBOURG","AGRIFRPP872","2018-11-20",""
"FRANCE","CREDIT AGRICOLE CENTRE FRANCE","3, AVENUE DE LA LIBERATION","CLERMONT FERRAND CEDEX 9","AGRIFRPP868","2018-11-20",""
"FRANCE","CREDIT AGRICOLE DES SAVOIE","P.A.E. Les Claisins 4 Avenue Pre-Felin","ANNECY","AGRIFRPP881","2018-11-20",""
"FRANCE","CREDIT AGRICOLE DU MORBIHAN","Avenue de Keranguen 56","VANNES","AGRIFRPP860","2018-11-20",""
"FRANCE","CREDIT AGRICOLE NORD DE FRANCE","10 SQUARE FOCH - B.P. 369","LILLE CEDEX","AGRIFRPP867","2018-11-20",""
"FRANCE","CREDIT AGRICOLE SUD RHONE ALPES","15-17, RUE PAUL-CLAUDEL","GRENOBLE","AGRIFRPP839","2018-11-20",""
"FRANCE","CREDIT COOPERATIF","12 BOULEVARD PESARO CS 10002","NANTERRE CEDEX","CCOPFRPPXXX","2019-06-04",""
"FRANCE","CREDIT DU NORD","28 place Rihour","LILLE","NORDFRPPXXX","2018-11-20",""
"FRANCE","CREDIT INDUSTRIEL ET COMMERCIAL (CIC)","6 avenue de provence","PARIS","CMCIFRPPXXX","2018-09-14",""
"FRANCE","CREDIT MARITIME LITTORAL SUD-OUEST","54/56 Rue A. Einstein","LA ROCHELLE","CCBPFRPP169","2018-04-03","2021-02-04"
"FRANCE","CREDIT MUTUEL ARKEA","1 RUE LOUIS LICHOU","Le Relecq-Kerhuon","CMBRFR2BARK","2018-07-09",""
"FRANCE","HSBC France S.A.","103, avenue des Champs Elysees","Paris Cedex 08","CCFRFRPPXXX","2019-07-08",""
"FRANCE","Iliad 78","16 Rue de la ville l'eveque","Paris","ILIAFRP1XXX","2019-10-07",""
"FRANCE","LA BANQUE POSTALE","115 RUE DE SEVRES","PARIS CEDEX 06","PSSTFRPPXXX","2018-11-19",""
"FRANCE","LCL - LE CREDIT LYONNAIS","19, BOULEVARD DES ITALIENS","PARIS","CRLYFRPPXXX","2019-10-07",""
"FRANCE","LYONNAISE DE BANQUE","8 rue de la republique","LYON","CMCIFRP1LYB","2018-09-14",""
"FRANCE","MONABANQ","Parc de la Haute Borne - 61 avenue Halley","Villeneuve d'Ascq","CMCIFRP1MON","2018-09-14",""
"FRANCE","NATIXIS","Natixis - Cash Management et operations BP4","Paris Cedex 02","NATXFRPPXXX","2018-04-03",""
"FRANCE","NOUVELLE VAGUE","1 rue Louis Lichou","Le Relecq-Kerhuon","NOVUFR21XXX","2018-12-03",""
"FRANCE","S-Money","168bis - 170 rue Raymond Losserand","Paris","SMOEFRP1XXX","2019-09-02",""
"FRANCE","SOCIETE DE BANQUE ET D'EXPANSION (SBE)","7,rue Auguste Gervais","Issy les Moulineaux","SBEXFRP1XXX","2018-10-08",""
"FRANCE","SOCIETE FINANCIERE ANTILLES-GUYANE (SOFIAG)","12,boulevard du General de Gaulle","Fort-de-France","SOAIMQM1XXX","2018-10-08",""
"FRANCE","SOCIETE FINANCIERE DE DEVELOPPEMENT DE LA REGION (SOFIDER)","3,rue Labourdonnais","Saint-Denis","SODIRER1XXX","2018-10-08",""
"FRANCE","SOCIETE GENERALE","29, BOULEVARD HAUSSMANN","PARIS","SOGEFRPPXXX","2018-11-20",""
"FRANCE","Societe Marseillaise de Credit","75 rue du Paradis","Marseille","SMCTFR2AXXX","2018-11-20",""
"GERMANY","Aachener Bank eG","Theaterstrasse 5","Aachen","GENODED1AAC","2018-11-20",""
"GERMANY","Abtsgmuender Bank -Raiffeisen- eG","Hauptstr 13","Abtsgmuend","GENODES1ABR","2018-11-27",""
"GERMANY","AKTIVBANK AG","Stuttgarter Strasse 20-22","Pforzheim","AKBADES1XXX","2018-11-27",""
"GERMANY","Allgaeuer Volksbank eG Kempten-Sonthofen","Rathausplatz 12","Kempten","GENODEF1KEV","2018-11-27",""
"GERMANY","Augusta-Bank eG Raiffeisen-Volksbank","Schiessgrabenstr. 10","Augsburg","GENODEF1AUB","2018-11-27",""
"GERMANY","BAG Bankaktiengesellschaft","Gabelsbergerstrasse 1a","Hamm","GENODEM1BAG","2018-11-27",""
"GERMANY","Bank 1 Saar eG","Kaiserstr. 20","Saarbruecken","SABADE5SXXX","2018-11-27",""
"GERMANY","Bank fuer Kirche und Caritas eG","Kamp 17","Paderborn","GENODEM1BKC","2018-11-27",""
"GERMANY","Bank fuer Kirche und Diakonie eG - KD-Bank","Schwanenwall 27","Dortmund","GENODED1DKD","2018-11-27",""
"GERMANY","BANK IM BISTUM ESSEN eG","Gildehofstrasse 2","Essen","GENODED1BBE","2018-11-27",""
"GERMANY","Bank Schilling & Co Aktiengesellschaft","Am Marktplatz 10","Hammelburg","BSHADE71XXX","2019-02-04",""
"GERMANY","BANKHAUS BAUER AG","LAUTENSCHLAGERSTR. 2","STUTTGART","BHBADES1XXX","2018-11-20",""
"GERMANY","Bankhaus Max Flessa KG","Luitpoldstrasse 2-6","Schweinfurt","FLESDEMMXXX","2018-11-20",""
"GERMANY","Bayerische BodenseeBank -Raiffeisen- eG","Inselgraben 2","Lindau","GENODEF1LBB","2018-11-27",""
"GERMANY","Bayerische Landesbank (BayernLB)","Brienner Str. 18","Muenchen","BYLADEMMXXX","2018-12-04",""
"GERMANY","BBBank eG","Herrenstr 2-10","Karlsruhe","GENODE61BBB","2018-11-27",""
"GERMANY","Bensberger Bank eG","Schlossstr 82","Bergisch Gladbach","GENODED1BGL","2018-11-27",""
"GERMANY","Berkheimer Bank eG","Koengener Str 5","Esslingen","GENODES1BHB","2018-11-27",""
"GERMANY","BERLIN HYP AG","BUDAPESTER STRASSE 1","BERLIN","BHYPDEB2XXX","2019-01-07",""
"GERMANY","Berliner Sparkasse Niederlassung der Landesbank Berlin AG","Alexanderplatz 2","Berlin","BELADEBEXXX","2018-07-10",""
"GERMANY","Berliner Volksbank eG","Wittestrasse 30 R","Berlin","BEVODEBBXXX","2018-11-27",""
"GERMANY","Bernhauser Bank eG","Bernhaeuser Hauptstr. 14","Filderstadt","GENODES1BBF","2018-11-27",""
"GERMANY","Bezirkssparkasse Reichenau","Abt-Berno-strasse 1","Reichenau","SOLADES1REN","2018-07-10",""
"GERMANY","BFW-BANK FUER WOHNUNGSWIRTSCHAFT AG","M7 24","Mannheim","BFWODE71XXX","2019-02-04",""
"GERMANY","Bopfinger Bank Sechta-Ries eG","Hauptstr 1","Bopfingen","GENODES1BPF","2018-11-27",""
"GERMANY","Bordesholmer Sparkasse AG","Bahnhofstrasse 43-47","Bordesholm","NOLADE21BOR","2018-07-10",""
"GERMANY","Brandenburger Bank Volksbank-Raiffeisenbank eG","Am Hafen 1","Brandenburg","GENODEF1BRB","2018-11-27",""
"GERMANY","Bremische Volksbank eG","Domsheide 14","Bremen","GENODEF1HB1","2018-11-27",""
"GERMANY","Bruehler Bank eG","Tiergartenstr 1-7","Bruehl","GENODED1BRL","2018-11-27",""
"GERMANY","Budenheimer Volksbank eG","Luisenstr 7","Budenheim","GENODE51BUD","2018-11-27",""
"GERMANY","comdirect bank AG","Pascalkehre 15","Quickborn","COBADEHDXXX","2019-05-21",""
"GERMANY","Commerzbank AG","Kaiserstrasse 15 (Kaiserplatz)","Frankfurt/Main","COBADEFFXXX","2018-11-05",""
"GERMANY","Cronbank AG","Frankfurter strasse 155","Dreieich (bei Ffm)","GENODE51CRO","2018-11-20",""
"GERMANY","DB Privat- und Firmenkundenbank AG (DB PFK AG)","72, THEODOR-HEUSS-ALLEE","FRANKFURT AM MAIN","DEUTDEDBXXX","2018-11-20",""
"GERMANY","Dettinger Bank eG Volks- und Raiffeisenbank","Karlstr 74","Dettingen","GENODES1DBE","2018-11-27",""
"GERMANY","DEUTSCHE BANK AG","Theodor-Heuss-Allee 70","FRANKFURT AM MAIN","DEUTDEFFXXX","2018-11-20",""
"GERMANY","DEUTSCHE BANK EUROPE GMBH","Taunusanlage 12","FRANKFURT AM MAIN","DEUTDE5XXXX","2018-11-20",""
"GERMANY","DEUTSCHE KREDIT BANK A.G.","Taubenstr. 7-9","BERLIN","BYLADEM1001","2018-07-10",""
"GERMANY","Die Sparkasse Bremen","Postfach 107880","Bremen","SBREDE22XXX","2018-07-10",""
"GERMANY","Dithmarscher Volks- und Raiffeisenbank eG","Markt 24-25","Heide","GENODEF1DVR","2018-11-27",""
